Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1031,18.80
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1035,19.20
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,942,17.90
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,951,18.60
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,942,18.70
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,952,19.20
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,912,18.70
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,898,18.80
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,918,19.50
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1011,22.00
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,994,22.10
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1157,25.90
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1218,27.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1105,24.90
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1138,25.70
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1228,28.20
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,61,12.50
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,41,8.40
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,68,14.10
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,66,14.10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,52,10.00
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,58,12.60
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,64,15.80
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,51,12.50
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,51,13.20
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,48,13.70
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,49,14.00
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,44,12.70
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,42,15.10
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,60,21.20
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,51,19.50
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,36,13.10
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,45,16.00
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,46,19.60
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,885,10.40
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,775,9.50
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,779,10.00
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,776,10.40
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,683,9.50
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,690,10.00
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,768,11.40
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1058,16.20
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1068,16.80
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,905,14.80
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1166,19.60
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1297,22.60
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1111,20.30
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1286,24.20
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1319,25.60
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1133,22.60
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1222,25.20
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1287,27.20
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,623,17.10
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,700,20.00
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,710,20.70
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,794,23.30
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,734,21.90
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,727,21.80
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,647,19.90
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,705,22.10
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,846,26.80
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,734,23.50
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,772,25.10
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,886,29.40
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,759,25.50
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,921,31.10
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,776,26.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,735,25.10
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,798,27.20
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,741,25.50
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5981,14.00
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6188,14.80
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5970,14.70
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6551,16.60
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5849,15.20
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6200,16.60
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5882,16.40
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6394,18.10
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6560,19.20
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6546,19.70
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,7338,22.70
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,7553,23.80
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,7323,23.80
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,8185,27.00
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,8128,27.50
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,8129,28.10
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,8324,29.50
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,4560,16.50
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,533,9.60
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,659,12.30
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,701,13.30
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,606,12.00
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,525,11.00
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,618,13.10
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,550,12.30
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,658,14.80
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,678,15.90
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,592,14.50
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,614,15.60
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,666,17.60
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,637,17.50
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,810,23.00
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,752,21.90
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,650,19.30
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,607,18.60
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,807,25.30
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,572,11.70
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,667,13.60
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,644,13.30
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,604,12.20
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,558,11.80
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,696,14.60
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,568,12.10
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,696,15.40
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,694,15.10
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,776,17.20
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,800,18.20
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,956,21.90
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,868,20.30
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,860,20.50
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,888,21.50
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,854,21.10
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,890,22.50
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,885,22.70
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,132,10.70
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,189,16.10
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,156,13.80
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,150,13.60
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,121,11.30
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,133,13.00
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,138,13.80
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,132,13.50
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,135,14.40
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,117,12.70
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,138,15.60
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,162,18.80
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,145,17.40
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,127,15.80
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,168,21.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,181,23.80
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,229,31.00
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,155,21.30
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,78,11.50
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,104,16.20
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,74,11.50
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,83,13.20
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,76,12.10
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,96,15.60
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,80,13.50
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,73,12.40
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,78,13.90
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,82,14.30
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,76,13.70
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,98,17.20
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,91,16.50
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,87,15.60
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,81,14.50
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,86,15.30
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,111,19.60
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,116,20.60
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2808,9.30
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2676,8.90
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2719,9.60
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2662,9.50
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2338,8.50
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2453,9.30
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2259,8.90
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2410,9.90
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2300,9.40
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2246,9.40
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2454,10.50
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2802,12.20
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3044,13.50
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2996,13.60
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3290,15.10
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3317,15.50
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3365,16.00
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3328,16.10
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1423,14.30
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1467,15.50
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1510,16.20
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1494,16.80
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1390,16.40
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1457,17.50
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1456,18.30
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1500,19.20
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1498,19.80
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1407,19.40
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1463,20.80
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1596,23.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1547,23.80
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1687,26.30
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1791,28.50
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1515,24.40
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1792,29.40
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1703,28.30
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,507,24.40
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,557,27.40
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,438,22.60
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,457,24.10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,394,20.80
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,325,18.00
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,289,17.00
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,291,17.80
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,270,17.10
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,199,12.70
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,257,17.20
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,241,16.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,236,16.90
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,237,17.60
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,246,18.90
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,207,16.40
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,221,18.20
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,229,19.60
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,207,11.30
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,218,12.40
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,200,11.30
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,259,15.10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,189,11.30
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,217,13.50
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,208,13.50
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,207,13.60
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,206,14.00
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,228,15.70
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,225,16.20
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,289,21.50
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,219,17.00
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,334,26.40
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,265,21.70
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,239,19.90
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,288,24.60
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,289,25.30
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2178,14.50
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2343,15.70
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2485,16.80
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2441,16.80
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2323,16.30
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2424,17.30
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2212,16.10
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2416,17.80
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2672,19.90
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2550,19.30
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2668,20.60
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2949,23.00
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2779,21.90
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2875,22.90
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2940,23.70
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2659,21.60
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2917,24.00
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,3121,25.90
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,962,12.60
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1044,13.90
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1063,14.30
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1132,15.30
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,973,13.50
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1031,14.60
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1175,16.90
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1191,17.40
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1318,19.50
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1098,16.50
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1129,17.40
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1317,20.70
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1136,18.20
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1365,22.10
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1360,22.30
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1184,19.70
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1270,21.40
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1362,23.20
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,504,11.60
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,618,14.20
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,582,13.70
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,761,17.80
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,664,15.60
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,660,15.70
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,560,13.70
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,661,16.60
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,829,20.30
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,749,18.50
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,770,19.30
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,896,22.40
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,890,22.70
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,1032,26.30
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,942,24.40
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,877,22.90
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,937,24.80
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,1082,28.40
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,522,14.40
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,682,18.90
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,637,18.20
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,715,20.20
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,624,18.00
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,647,18.80
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,550,16.40
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,594,18.00
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,743,22.50
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,665,20.30
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,647,20.00
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,730,23.10
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,562,17.90
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,694,22.30
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,698,22.70
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,561,18.40
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,743,24.20
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,676,22.20
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,888,17.30
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,967,19.30
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1017,20.80
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,919,19.10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,879,18.70
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,961,20.80
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,943,21.00
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1018,22.90
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,943,21.60
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,897,21.00
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,927,22.10
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1021,24.90
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,965,24.10
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1033,26.10
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1236,31.50
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1114,28.60
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1157,29.90
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1198,31.30
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,720,14.30
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,753,15.30
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,854,17.50
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,892,18.60
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,808,17.50
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,851,18.90
